Parent Name,Parent Id,Identifier,Company Name,Type,Relationship,Country/Region,Industry,Confidence Score (%),Last Update Date,Days Since Last Update,Freshness,Snippet Count,Revenue (USD),EQ Score,Implied Rating,fetch_time
Bayerische Motoren Werke AG,4295869227,4295867357,Dassault Systemes SE,Public,Supplier,France,Software,0.552908084928,2021-10-28,98,5,3,5082026787.67542,72.0,A,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4297676526,Crossmedia,Private,Supplier,Denmark,-,0.31650656,2019-12-19,777,4,2,,,,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4295903111,Exide Technologies LLC,Private,Supplier,United States of America,Electrical Components & Equipment,0.31951976,2013-06-17,3153,1,2,2855433000.0,,,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4295912296,Tenneco Inc,Public,Supplier,United States of America,"Auto, Truck & Motorcycle Parts",0.31507088,2016-03-30,2136,1,2,15379000000.0,62.0,CCC,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,5059028552,Vision 6 Pty Ltd,Private,Supplier,Australia,Computer Hardware,0.31831896,2017-11-13,1543,2,2,8219348.48538909,,,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4297828175,NavInfo Co Ltd,Public,Supplier,China,Communications & Networking,0.313706,2019-02-13,1086,3,2,311495965.060611,12.0,A,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4295903068,Ford Motor Co,Public,Supplier,United States of America,Auto & Truck Manufacturers,0.29915936,2020-02-18,716,4,2,127144000000.0,31.0,BB,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4298009252,Cooper-Standard Holdings Inc,Public,Supplier,United States of America,"Auto, Truck & Motorcycle Parts",0.6528,2019-02-25,1074,3,4,2375439000.0,14.0,B-,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4295869354,Audi AG,Public,Customer,Germany,Auto & Truck Manufacturers,0.633187881502464,2019-09-24,863,4,4,57042389079.6693,,,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4295866518,YIT Oyj,Public,Supplier,Finland,Construction & Engineering,0.583206138624,2012-07-26,3479,1,3,3503153544.6242,49.0,BB+,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,5056413401,Oxe Marine AB,Public,Customer,Sweden,Industrial Machinery & Equipment,0.558568074432,2020-07-22,561,4,3,4334802.08923612,6.0,CCC+,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4295914761,Huntsman Corp,Public,Supplier,United States of America,Diversified Chemicals,0.31748,2022-02-02,1,5,2,6018000000.0,25.0,BB+,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4295913863,Garmin Ltd,Public,Supplier,Switzerland,Communications & Networking,0.670082969723482,2021-03-23,317,5,5,4186573000.0,61.0,AAA,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4295880095,TKJP Corp,Private,Supplier,Japan,"Auto, Truck & Motorcycle Parts",0.534528201216,2019-03-05,1066,3,3,6130171725.82276,,BB,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4295903602,Borgwarner Inc,Public,Supplier,United States of America,"Auto, Truck & Motorcycle Parts",0.31395032,2019-07-09,940,3,2,10165000000.0,21.0,BB,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4295877415,Yokohama Rubber Co Ltd,Public,Supplier,Japan,Tires & Rubber Products,0.30805184,2018-05-01,1374,2,2,5346645035.59661,45.0,A-,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4295890024,Volvo AB,Public,Customer,Sweden,Heavy Machinery & Vehicles,0.30075008,2018-09-12,1240,3,2,43427955806.0416,55.0,A-,2022-02-03 11:17:00
Bayerische Motoren Werke AG,4295869227,4296599763,Xtime LLC,Private,Supplier,United States of America,Software,0.29978856,2014-01-24,2932,1,2,,,,2022-02-03 11:17:00
Koch Industries Inc,4295920996,4295940564,Infor Global Solutions Inc,Private,Supplier,United States of America,Software,0.6322231465344,2020-04-06,668,4,4,,,,2022-02-03 22:40:00
Petroliam Nasional Bhd,4296540346,4295903051,Conocophillips,Public,Supplier,United States of America,Oil & Gas Exploration and Production,0.2778496,2021-02-19,349,5,2,18784000000.0,60.0,A-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295893306,PTT PCL,Public,Customer,Thailand,Oil & Gas Refining and Marketing,0.995167844069939,2020-09-24,497,4,11,51679930208.6397,59.0,BBB,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295885039,Shell PLC,Public,Customer,United Kingdom,Integrated Oil & Gas,0.999231978475101,2020-07-16,567,4,15,,80.0,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5034844193,Glencore PLC,Public,Customer,Switzerland,Diversified Mining,0.725556599651043,2017-07-19,1660,1,7,142338000000.0,55.0,BB-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4297275565,FBM KNM FZCO,Private,Supplier,United Arab Emirates,Industrial Machinery & Equipment,0.30554528,2019-05-27,983,3,2,,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295865029,Shenergy Co Ltd,Public,Customer,China,Multiline Utilities,0.31386496,2021-10-01,125,5,2,2855028061.13072,21.0,BBB-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5000737707,LyondellBasell Industries NV,Public,Supplier,United Kingdom,Commodity Chemicals,0.28123264,2014-12-19,2603,1,2,46173000000.0,80.0,BBB-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295883130,Tenaga Nasional Bhd,Public,Customer,Malaysia,Electric Utilities,0.969259528538604,2021-07-09,209,5,8,10478075249.2574,42.0,BB,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295880412,Hokuriku Electric Power Co,Public,Customer,Japan,Electric Utilities,0.70649083013079,2019-08-30,888,4,6,6032960595.54129,6.0,B,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295892862,Bangchak Corporation PCL,Public,Customer,Thailand,Oil & Gas Refining and Marketing,0.580008637056,2018-11-26,1165,3,3,4364607084.21362,18.0,BB,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5001231247,Weststar Aviation Services Sdn Bhd,Private,Supplier,Malaysia,"Courier, Postal, Air Freight & Land-based Logistics",0.576976179072,2013-10-09,3039,1,3,176683875.115053,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295904888,Schlumberger NV,Public,Supplier,United States of America,Oil Related Services and Equipment,0.3158972,2021-06-01,247,5,2,22929000000.0,71.0,BBB,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295898008,Plexus Holdings PLC,Public,Customer,United Kingdom,Oil Related Services and Equipment,0.31260608,2016-06-13,2061,1,2,2716565.23314073,10.0,BB-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4297577592,Petronas Carigali Sdn Bhd,Private,Customer,Malaysia,Oil & Gas Exploration and Production,0.29197568,2021-07-20,198,5,2,10355830030.7398,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295906179,Digi International Inc,Public,Customer,United States of America,Communications & Networking,0.32,2018-05-23,1352,2,2,308632000.0,61.0,BBB+,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295869238,Siemens AG,Public,Supplier,Germany,Consumer Goods Conglomerates,0.31759848,2017-04-14,1756,1,2,74420120929.0843,37.0,BBB-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295864860,PetroChina Co Ltd,Public,Supplier,China,Integrated Oil & Gas,0.27434816,2013-05-21,3180,1,2,259376619589.766,65.0,BBB+,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5037847419,Seadrill Partners LLC,Private,Supplier,United Kingdom,Oil & Gas Drilling,0.29955992,2019-02-26,1073,3,2,527000000.0,,B-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295883126,Chemical Company of Malaysia Bhd,Private,Supplier,Malaysia,Specialty Chemicals,0.29252,2020-05-14,630,4,2,93046434.7726262,,BB+,2022-02-03 19:24:00
Inmarsat Group Holdings Ltd,4295897579,4295906911,KVH Industries Inc,Public,Customer,United States of America,Communications & Networking,0.697870231708102,2017-11-02,1554,2,6,158733000.0,20.0,BB+,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4296491144,Pacific Gas and Electric Co,Public,Customer,United States of America,Electric Utilities,0.31273768,2019-10-23,834,4,2,18469000000.0,14.0,BB-,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4296665734,RigNet Inc,Private,Customer,United States of America,Online Services,0.675442614703423,2018-11-09,1182,3,5,207921000.0,,CC,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4295868979,Deutsche Lufthansa AG,Public,Customer,Germany,Airlines,0.665349545592479,2017-03-27,1774,1,5,15511356636.6563,10.0,B-,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4296805755,Bharat Sanchar Nigam Ltd,Private,Customer,India,Integrated Telecommunications Services,0.30647408,2021-06-08,240,5,2,5948193459.25005,,,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,5000479199,ST Engineering iDirect Inc,Private,Supplier,United States of America,Integrated Telecommunications Services,0.637201867982438,2012-01-18,3669,1,4,,,,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4295900173,Rockwell Collins Inc,Private,Supplier,United States of America,Aerospace & Defense,0.611164360551014,2017-09-15,1602,2,4,8665000000.0,,B,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4295894904,Cobham Ltd,Private,Supplier,United Kingdom,Aerospace & Defense,0.682319434759864,2016-12-07,1884,1,5,2486969980.8734,,BBB,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4295900173,Rockwell Collins Inc,Private,Customer,United States of America,Aerospace & Defense,0.652437884747208,2017-10-27,1560,2,5,8665000000.0,,B,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4296426432,FLYHT Aerospace Solutions Ltd,Public,Customer,Canada,Aerospace & Defense,0.31456832,2019-04-11,1029,3,2,10191462.0299025,21.0,BB+,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4295912155,Honeywell International Inc,Public,Customer,United States of America,Consumer Goods Conglomerates,0.605000332134605,2021-05-10,269,5,4,32637000000.0,59.0,BBB,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4297632841,Gogo Inc,Public,Customer,United States of America,Wireless Telecommunications Services,0.27826072,2016-05-23,2082,1,2,269718000.0,79.0,BB-,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4295898320,Spectris PLC,Public,Supplier,United Kingdom,Electronic Equipment & Parts,0.29392736,2016-08-04,2009,1,2,1714951877.43491,56.0,A,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4297783355,Fatpipe Networks Pvt Ltd,Private,Supplier,India,IT Services & Consulting,0.26961536,2013-07-25,3115,1,2,41907.6150582618,,,2022-02-03 18:48:00
Gol Linhas Aereas Inteligentes SA,4295859841,4295860274,Localiza Rent a Car SA,Public,Customer,Brazil,"Passenger Transportation, Ground & Sea",0.29083288,2017-11-21,1535,2,2,2017908773.94863,21.0,BBB+,2022-02-03 12:48:00
Gol Linhas Aereas Inteligentes SA,4295859841,4295868215,Sanofi SA,Public,Customer,France,Pharmaceuticals,0.31891888,2015-04-30,2471,1,2,42655374652.6757,49.0,A-,2022-02-03 12:48:00
Gol Linhas Aereas Inteligentes SA,4295859841,4295866538,Metso Outotec Corp,Public,Supplier,Finland,Heavy Machinery & Vehicles,0.2755604,2012-04-18,3578,1,2,3788519587.6858,85.0,BBB+,2022-02-03 12:48:00
Gol Linhas Aereas Inteligentes SA,4295859841,4295860043,Vibra Energia SA,Public,Supplier,Brazil,Oil & Gas Refining and Marketing,0.642042211130573,2019-03-14,1057,3,4,15955347865.2033,34.0,BBB+,2022-02-03 12:48:00
Diodes Inc,4295906188,4295905063,Texas Instruments Inc,Public,Customer,United States of America,Semiconductors,0.3027776,2019-05-12,998,3,2,18344000000.0,85.0,A,2022-02-03 22:36:00
Diodes Inc,4295906188,4295905573,Apple Inc,Public,Customer,United States of America,Phones & Handheld Devices,1.0,2018-02-01,1463,2,1,365817000000.0,80.0,A,2022-02-03 22:36:00
Diodes Inc,4295906188,4295903920,Emerson Electric Co,Public,Customer,United States of America,Electrical Components & Equipment,0.32,2017-02-27,1802,1,2,18236000000.0,67.0,BBB,2022-02-03 22:36:00
Diodes Inc,4295906188,4295881987,LG Electronics Inc,Public,Customer,Korea; Republic (S. Korea),Household Electronics,0.31843904,2017-02-27,1802,1,2,65341368982.9572,81.0,BBB+,2022-02-03 22:36:00
Cablevision Systems Corp,4295903644,4295906251,DISH Network Corp,Public,Customer,United States of America,Broadcasting,0.30941312,2015-02-25,2535,1,2,15493435000.0,64.0,B+,2022-02-03 18:54:00
Ocado Group PLC,5000799571,4295857398,Coles Group Ltd,Public,Customer,Australia,Food Retail & Distribution,0.713695907126749,2020-05-08,639,4,7,29056667295.1431,83.0,BB+,2022-02-06 09:45:00
Ocado Group PLC,5000799571,5055083120,Oxbotica Ltd,Private,Customer,United Kingdom,Software,0.2907452,2021-04-16,296,5,2,5438087.87968806,,B+,2022-02-06 09:45:00
Ocado Group PLC,5000799571,4295897683,Wm Morrison Supermarkets P L C,Private,Supplier,United Kingdom,Food Retail & Distribution,0.999928340396204,2021-08-20,170,5,21,22668978013.8432,,B+,2022-02-06 09:45:00
Ocado Group PLC,5000799571,5056414537,Zeelo Ltd,Private,Supplier,United Kingdom,Software,0.29204888,2021-08-05,185,5,2,5367029.30368269,,CCC+,2022-02-06 09:45:00
Ocado Group PLC,5000799571,4295897683,Wm Morrison Supermarkets P L C,Private,Customer,United Kingdom,Food Retail & Distribution,0.999909728222406,2022-01-26,11,5,21,22668978013.8432,,B+,2022-02-06 09:45:00
Ocado Group PLC,5000799571,4295880522,Aeon Co Ltd,Public,Customer,Japan,Food Retail & Distribution,0.98413685450437,2020-02-11,726,4,9,81240479390.1163,40.0,BB+,2022-02-06 09:45:00
AAC Technologies Holdings Inc,4295871887,4296309931,Huawei Technologies Co Ltd,Private,Customer,China,Communications & Networking,0.670701186986495,2019-05-17,995,3,5,27362155731.6909,,,2022-02-05 19:37:00
Tata Motors Ltd,4295872696,4295903068,Ford Motor Co,Public,Supplier,United States of America,Auto & Truck Manufacturers,0.618982983703834,2019-07-30,919,3,4,127144000000.0,31.0,BB,2022-02-03 17:48:00
Tata Motors Ltd,4295872696,4296092767,Anand Projects Ltd,Public,Customer,India,Construction & Engineering,0.584425479936,2017-07-31,1648,1,3,1172358.20541944,43.0,A+,2022-02-03 17:48:00
Tata Motors Ltd,4295872696,4295882451,Samsung Electronics Co Ltd,Public,Supplier,Korea; Republic (S. Korea),Phones & Handheld Devices,0.574040303808,2014-02-14,2911,1,3,243974550248.924,76.0,A+,2022-02-03 17:48:00
Tata Motors Ltd,4295872696,4295904146,Maxion Wheels,Private,Supplier,United States of America,"Auto, Truck & Motorcycle Parts",0.31843664,2019-02-07,1092,3,2,1904300000.0,,,2022-02-03 17:48:00
Tata Motors Ltd,4295872696,5043319761,Stellantis NV,Public,Supplier,Netherlands,Auto & Truck Manufacturers,0.3038116,2018-09-14,1238,3,2,98937548593.6289,15.0,,2022-02-03 17:48:00
Tata Motors Ltd,4295872696,4295862596,Westport Fuel Systems Inc,Public,Supplier,Canada,"Auto, Truck & Motorcycle Parts",0.716925103963165,2019-03-20,1051,3,7,252497000.0,14.0,BBB,2022-02-03 17:48:00
Sprint Corp,5038061248,4295908405,nTelos Inc,Private,Supplier,United States of America,Wireless Telecommunications Services,0.721119742937595,2018-05-03,1373,2,7,262727000.0,,,2022-02-04 11:57:00
Sprint Corp,5038061248,4295899948,Google LLC,Private,Supplier,United States of America,Online Services,0.294564,2020-02-21,714,4,2,2151906718.0,,,2022-02-04 11:57:00
Sprint Corp,5038061248,4295907938,Smith Micro Software Inc,Public,Supplier,United States of America,Software,0.6377005678656,2019-03-25,1047,3,4,51300000.0,17.0,BBB,2022-02-04 11:57:00
Sprint Corp,5038061248,4295911976,Verizon Communications Inc,Public,Customer,United States of America,Integrated Telecommunications Services,0.29082064,2018-08-14,1270,2,2,133613000000.0,54.0,B+,2022-02-04 11:57:00
Sprint Corp,5038061248,4295911976,Verizon Communications Inc,Public,Supplier,United States of America,Integrated Telecommunications Services,0.31032608,2018-11-14,1178,3,2,133613000000.0,54.0,B+,2022-02-04 11:57:00
Sprint Corp,5038061248,4297792383,Movius Interactive Corp,Private,Supplier,United States of America,Software,0.29708,2017-01-06,1855,1,2,41931459.0,,,2022-02-04 11:57:00
Sprint Corp,5038061248,4295908573,Comcast Corp,Public,Supplier,United States of America,Broadcasting,0.29199944,2017-12-14,1513,2,2,116385000000.0,58.0,BB-,2022-02-04 11:57:00
Robert Bosch GmbH,4295869214,4295869244,Volkswagen AG,Public,Customer,Germany,Auto & Truck Manufacturers,0.994452502069647,2021-01-25,374,5,11,254414100566.967,36.0,BBB+,2022-02-03 13:08:00
Robert Bosch GmbH,4295869214,4295870063,Infineon Technologies AG,Public,Supplier,Germany,Semiconductors,0.2962104,2021-11-10,85,5,2,13219088371.8891,60.0,BBB+,2022-02-03 13:08:00
Qorvo Inc,5042255248,5000069094,Lockheed Martin Corp,Public,Customer,United States of America,Aerospace & Defense,0.31663232,2019-12-13,783,4,2,67044000000.0,83.0,BB-,2022-02-03 20:34:00
Qorvo Inc,5042255248,4295907725,RF Micro Devices Inc,Private,Customer,United States of America,Semiconductors,0.29724296,2017-11-23,1533,2,2,1148231000.0,,,2022-02-03 20:34:00
Stamps.Com Inc,4295915020,5037842403,Amt fuer Volksschule und Sport,Private,Customer,Switzerland,-,0.705693767744948,2014-05-09,2827,1,6,,,,2022-02-03 14:42:00
Stamps.Com Inc,4295915020,4296225469,Interapptive Inc,Private,Customer,United States of America,Software,0.58118304,2021-05-07,272,5,3,,,,2022-02-03 14:42:00
Stamps.Com Inc,4295915020,4295904740,Pitney Bowes Inc,Public,Supplier,United States of America,Office Equipment,0.55441058304,2021-01-26,373,5,3,3673561000.0,84.0,CCC+,2022-02-03 14:42:00
Petroliam Nasional Bhd,4296540346,4295883315,Petronas Dagangan Bhd,Public,Customer,Malaysia,Oil & Gas Refining and Marketing,0.999614181044454,2021-04-28,281,5,18,4458220635.13887,89.0,A+,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295886201,Petron Corp,Public,Customer,Philippines,Oil & Gas Refining and Marketing,0.685149243328036,2013-04-16,3215,1,5,5769029669.38407,21.0,B,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295903051,Conocophillips,Public,Customer,United States of America,Oil & Gas Exploration and Production,0.557798796,2020-07-15,568,4,3,18784000000.0,60.0,A-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5035094814,Unipec America Inc,Private,Customer,United States of America,Oil & Gas Refining and Marketing,0.310622,2018-02-26,1438,2,2,1540954000.0,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295883764,Dialog Group Bhd,Public,Supplier,Malaysia,Oil Related Services and Equipment,0.283248,2020-02-14,720,4,2,390527922.102074,11.0,A,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295903294,Air Products and Chemicals Inc,Public,Supplier,United States of America,Commodity Chemicals,0.566555088,2014-04-29,2837,1,3,10323000000.0,37.0,A-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5040035512,GLNG Operations Pty Ltd,Private,Supplier,Australia,Business Support Services,0.573251979264,2010-01-10,4407,1,3,20825307.0253684,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5035413210,Sapura Energy Bhd,Public,Customer,Malaysia,Oil Related Services and Equipment,0.550687095696,2019-09-11,876,4,3,1275346692.94839,26.0,B-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5035413210,Sapura Energy Bhd,Public,Supplier,Malaysia,Oil Related Services and Equipment,0.55493851104,2017-03-03,1798,1,3,1275346692.94839,26.0,B-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295883539,Perdana Petroleum Bhd,Public,Supplier,Malaysia,Oil Related Services and Equipment,0.30773216,2019-09-30,857,4,2,49642669.2294042,23.0,BBB,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295900025,Calumet Specialty Products Partners LP,Public,Customer,United States of America,Oil & Gas Refining and Marketing,0.2969296,2017-03-06,1795,1,2,2268200000.0,68.0,CCC,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295904564,Murphy Oil Corp,Public,Customer,United States of America,Oil & Gas Exploration and Production,0.29093808,2020-03-18,687,4,2,2801215000.0,66.0,BBB-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5000062481,Perwaja Steel Sdn Bhd,Private,Customer,Malaysia,Iron & Steel,0.544716299376,2014-02-21,2904,1,3,,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5000511551,China Huanqiu Contracting & Engineering Co Ltd,Private,Supplier,China,Construction & Engineering,0.28432,2016-11-10,1911,1,2,1959407130.30649,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5000807300,Bangladesh Petroleum Corp,Private,Customer,Bangladesh,Oil & Gas Refining and Marketing,0.6383859185856,2012-06-01,3534,1,4,,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295875616,Saipem SpA,Public,Supplier,Italy,Oil Related Services and Equipment,0.31939968,2021-12-01,64,5,2,8445693410.45111,56.0,CCC,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5066543090,Avenir LNG Ltd,Public,Customer,Bermuda,Natural Gas Utilities,0.28039416,2021-10-26,100,5,2,2321000.0,1.0,A-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4296627232,Vitol SA,Private,Customer,Switzerland,Oil & Gas Refining and Marketing,0.999916440731642,2021-10-22,104,5,19,86446137.4278558,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4298052306,Uzma Bhd,Public,Supplier,Malaysia,Oil Related Services and Equipment,0.685539528527512,2021-03-24,316,5,5,93189397.1770035,56.0,BBB+,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295915089,Synergy Brands Inc,Public,Customer,United States of America,Food Retail & Distribution,0.680680268121598,2017-09-08,1609,2,5,108959535.0,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4298244140,Vetco Gray Pte Ltd,Private,Supplier,Singapore,Business Support Services,0.684564556863406,2016-03-25,2141,1,5,232926000.0,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295882288,KoreaGasCorp,Public,Customer,Korea; Republic (S. Korea),Natural Gas Utilities,0.632655559001472,2014-03-07,2890,1,4,17692269722.8365,38.0,BB,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295881247,S-Oil Corp,Public,Customer,Korea; Republic (S. Korea),Oil & Gas Refining and Marketing,0.557455184256,2017-08-29,1619,1,3,24016118158.5922,79.0,BBB-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5001170594,TotalEnergies SE,Public,Customer,France,Integrated Oil & Gas,0.55485164352,2019-06-08,971,3,3,119704000000.0,75.0,B+,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295883382,T7 Global Bhd,Public,Supplier,Malaysia,Oil Related Services and Equipment,0.29044096,2021-05-05,274,5,2,45129648.1368123,1.0,BBB-,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295863304,Coastal Energy Co,Private,Supplier,United States of America,Oil & Gas Exploration and Production,0.27702176,2012-07-06,3499,1,2,666902000.0,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295871670,CNOOC Ltd,Public,Customer,China,Oil & Gas Exploration and Production,0.58028238336,2021-07-07,211,5,3,22535154197.9561,43.0,A+,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,5000643609,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings Ltd,Public,Supplier,China,Oil Related Services and Equipment,0.56685196416,2018-04-19,1386,2,3,165607682.267755,26.0,CCC+,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4295882105,Korea Shipbuilding & Offshore Engineering Co Ltd,Public,Supplier,Korea; Republic (S. Korea),Shipbuilding,0.567610488,2017-01-23,1837,1,3,12656381687.6705,54.0,BB+,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4296030353,Malaysia Marine and Heavy Engineering Sdn Bhd,Private,Supplier,Malaysia,Construction & Engineering,0.538523594112,2019-01-09,1121,3,3,,,,2022-02-03 19:24:00
Petroliam Nasional Bhd,4296540346,4298459348,Saudi Arabian Oil Co,Public,Supplier,Saudi Arabia,Integrated Oil & Gas,0.31155608,2018-11-28,1163,3,2,229763225797.584,81.0,BB-,2022-02-03 19:24:00
Inmarsat Group Holdings Ltd,4295897579,4295866846,Thales SA,Public,Supplier,France,Aerospace & Defense,0.574426468416,2017-06-06,1703,1,3,19392220675.8769,90.0,BBB+,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4295894987,British Airways PLC,Private,Customer,United Kingdom,Airlines,0.26223104,2017-03-08,1793,1,2,17162495907.2325,,,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,5037038483,JT Group Ltd,Private,Supplier,Jersey,Integrated Telecommunications Services,0.307324,2017-11-08,1548,2,2,263054360.617273,,,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,5038034951,TrustComm Inc,Private,Supplier,United States of America,Wireless Telecommunications Services,0.31191824,2014-03-07,2890,1,2,11925163.0,,,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,5001229906,International Consolidated Airlines Group SA,Public,Customer,United Kingdom,Airlines,0.681688897097073,2017-04-05,1765,1,5,8981040107.23467,1.0,BB,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4295875113,Gilat Satellite Networks Ltd,Public,Supplier,Israel,Communications & Networking,0.29254736,2015-09-24,2324,1,2,165885000.0,63.0,A-,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4295899211,ORBCOMM Inc,Private,Customer,United States of America,Wireless Telecommunications Services,0.638796679371264,2019-03-01,1070,3,4,248466000.0,,CCC+,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,5035414782,Northrop Grumman Corp,Public,Supplier,United States of America,Aerospace & Defense,0.570982584,2014-02-10,2915,1,3,35667000000.0,84.0,BB-,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,5000018278,Qatar Airways Group QCSC,Private,Supplier,Qatar,Airlines,0.56113639608,2017-06-06,1703,1,3,8061162438.12348,,CCC+,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4295866103,Thrane & Thrane A/S,Private,Supplier,Denmark,Communications & Networking,0.31152,2011-09-22,3787,1,2,207102384.19948,,,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4295885750,Norwegian Air Shuttle ASA,Public,Customer,Norway,Airlines,0.2761116,2019-01-09,1121,3,2,970128723.921282,16.0,BBB-,2022-02-03 18:48:00
Inmarsat Group Holdings Ltd,4295897579,4295887850,Singapore Airlines Ltd,Public,Customer,Singapore,Airlines,0.27770688,2017-03-08,1793,1,2,2794909848.30672,2.0,BB-,2022-02-03 18:48:00
