entity1,entity2,rel,Confidence Score (%)
Veoneer AB,Autoliv Inc,Supplier,0.720029546702583
Avaya Inc,Bharti Airtel Ltd,Supplier,0.2852636
Bharti Airtel Ltd,Avaya Inc,Supplier,0.53144491008
Avaya Inc,RingCentral Inc,Supplier,0.677520388302241
RingCentral Inc,Avaya Inc,Supplier,0.693068326319514
Averia Distribution SAS,Gunvor Group Ltd,Supplier,0.58001004672
Gunvor Group Ltd,Averia Distribution SAS,Supplier,0.30463344
Averia Distribution SAS,Shell PLC,Supplier,0.727734072598646
Shell PLC,Averia Distribution SAS,Supplier,0.63497255743488
Aviall Inc,Rolls-Royce Holdings PLC,Supplier,0.2827424
Rolls-Royce Holdings PLC,Aviall Inc,Supplier,0.5529858816
Avid Technology Inc,Microsoft Corp,Supplier,0.31951976
Microsoft Corp,Avid Technology Inc,Supplier,0.29054496
Avis Budget Group Inc,Ford Motor Co,Supplier,0.2596016
Ford Motor Co,Avis Budget Group Inc,Supplier,0.29576168
Avnet Inc,Xilinx Inc,Supplier,0.549125106816
Xilinx Inc,Avnet Inc,Supplier,0.671818033466602
Avnet Technology Solutions,EMC Corp,Supplier,0.563272499712
EMC Corp,Avnet Technology Solutions,Supplier,0.30573824
Awilco Drilling PLC,Keppel Corporation Ltd,Supplier,0.30532496
Keppel Corporation Ltd,Awilco Drilling PLC,Supplier,0.27795312
Azaleos Corp,Microsoft Corp,Supplier,0.2686828
Microsoft Corp,Azaleos Corp,Supplier,0.2969912
BAE Systems PLC,Saab AB,Supplier,0.31783384
Saab AB,BAE Systems PLC,Supplier,0.5417487084
BAE Systems PLC,TechPrecision Corp,Supplier,0.635285145470592
TechPrecision Corp,BAE Systems PLC,Supplier,0.495386938368
BAE Systems PLC,Wincanton PLC,Supplier,0.996705621561751
Wincanton PLC,BAE Systems PLC,Supplier,0.2948
BASF SE,BP PLC,Supplier,0.58616184
BP PLC,BASF SE,Supplier,0.587567712
BASF SE,Equinor ASA,Supplier,0.544176262848
Equinor ASA,BASF SE,Supplier,0.31327136
BASF SE,Glencore PLC,Supplier,0.999374017754735
Glencore PLC,BASF SE,Supplier,0.585619750176
BG Group Ltd,Shell PLC,Supplier,0.562147378176
Shell PLC,BG Group Ltd,Supplier,0.721755111455585
BHP Group PLC,Downer EDI Ltd,Supplier,0.676622144741906
Downer EDI Ltd,BHP Group PLC,Supplier,0.543157644432
BHP Group PLC,Glencore PLC,Supplier,0.59595300777984
Glencore PLC,BHP Group PLC,Supplier,0.55835854032
BHP Group PLC,Potash Corporation of Saskatchewan Inc,Supplier,0.542906950368
Potash Corporation of Saskatchewan Inc,BHP Group PLC,Supplier,0.29087488
BHP Group PLC,Rio Tinto PLC,Supplier,0.697110011454669
Rio Tinto PLC,BHP Group PLC,Supplier,0.31699472
BP PLC,Bharat Petroleum Corporation Ltd,Supplier,0.633538016370278
Bharat Petroleum Corporation Ltd,BP PLC,Supplier,0.677728749247622
BP PLC,Canadian Solar Inc,Supplier,0.2840448
Canadian Solar Inc,BP PLC,Supplier,0.29696288
BP PLC,Cargill Inc,Supplier,0.992543311204735
Cargill Inc,BP PLC,Supplier,0.99976970752009
BP PLC,Chevron Corp,Supplier,0.999997768481916
Chevron Corp,BP PLC,Supplier,0.999173834046757
BP PLC,Dril-Quip Inc,Supplier,0.3185584
Dril-Quip Inc,BP PLC,Supplier,0.557296244976
BP PLC,Eni SpA,Supplier,0.708743437028377
Eni SpA,BP PLC,Supplier,0.717259950564322
BP PLC,Equinor ASA,Supplier,0.999997618421456
Equinor ASA,BP PLC,Supplier,0.999994518909674
BP PLC,Golar LNG Ltd,Supplier,0.585069153024
Golar LNG Ltd,BP PLC,Supplier,0.695539244917539
BP PLC,Halliburton Co,Supplier,0.984592444500258
Halliburton Co,BP PLC,Supplier,0.688552964307538
BP PLC,Hin Leong Trading (Pte) Ltd,Supplier,0.999999999978209
Hin Leong Trading (Pte) Ltd,BP PLC,Supplier,0.999999999999992
BP PLC,Hindustan Petroleum Corp Ltd,Supplier,0.703077744972685
Hindustan Petroleum Corp Ltd,BP PLC,Supplier,0.683234936362678
BP PLC,Indian Oil Corporation Ltd,Supplier,0.999999510482177
Indian Oil Corporation Ltd,BP PLC,Supplier,0.725049399232773
BP PLC,Litasco SA,Supplier,0.999988911877888
Litasco SA,BP PLC,Supplier,0.989358311897504
BP PLC,Morgan Stanley,Supplier,0.982078655982069
Morgan Stanley,BP PLC,Supplier,0.999999998027791
BP PLC,Nigerian National Petroleum Corp,Supplier,0.29969504
Nigerian National Petroleum Corp,BP PLC,Supplier,0.280106
BP PLC,North Sea Group Bunkering BV,Supplier,0.988109083751544
North Sea Group Bunkering BV,BP PLC,Supplier,0.70276780585317
BP PLC,PetroChina Co Ltd,Supplier,0.999999999957411
PetroChina Co Ltd,BP PLC,Supplier,0.999991386833668
BP PLC,Petroliam Nasional Bhd,Supplier,0.999841333303029
Petroliam Nasional Bhd,BP PLC,Supplier,0.708661891980091
BP PLC,Phillips 66,Supplier,0.981657975991942
Phillips 66,BP PLC,Supplier,0.998243499345744
BP PLC,Reliance Industries Ltd,Supplier,0.724682735650076
Reliance Industries Ltd,BP PLC,Supplier,0.6386653187136
BP PLC,Shell International Eastern Trading Co,Supplier,0.728497527413138
Shell International Eastern Trading Co,BP PLC,Supplier,0.71423204226542
BP PLC,Socar Trading SA,Supplier,0.987972879853999
Socar Trading SA,BP PLC,Supplier,0.974720772016814
BP PLC,Subsea 7 SA,Supplier,0.987965419729751
Subsea 7 SA,BP PLC,Supplier,0.5547933048
BP PLC,TOTSA TotalEnergies Trading SA,Supplier,0.650908762270925
TOTSA TotalEnergies Trading SA,BP PLC,Supplier,0.70777401438663
BP PLC,TotalEnergies SE,Supplier,0.999144690942569
TotalEnergies SE,BP PLC,Supplier,0.999829741688162
BP PLC,Trafigura Pte Ltd,Supplier,0.9999999998642
Trafigura Pte Ltd,BP PLC,Supplier,0.999999999992829
BP PLC,Transocean Ltd,Supplier,0.999565427736524
Transocean Ltd,BP PLC,Supplier,0.71036171972258
BP PLC,Unipec America Inc,Supplier,0.998104075674273
Unipec America Inc,BP PLC,Supplier,0.99992904526622
BP PLC,Vitol SA,Supplier,1.0
Vitol SA,BP PLC,Supplier,1.0
BP PLC,YPF SA,Supplier,0.582546773376
YPF SA,BP PLC,Supplier,0.6308706
BT Group PLC,Telefonaktiebolaget LM Ericsson,Supplier,0.709638411408894
Telefonaktiebolaget LM Ericsson,BT Group PLC,Supplier,0.3074132
BT Group PLC,Vodafone Group PLC,Supplier,0.31297472
Vodafone Group PLC,BT Group PLC,Supplier,0.29274048
BW Offshore Ltd,Petroleo Brasileiro SA Petrobras,Supplier,0.63810326559936
Petroleo Brasileiro SA Petrobras,BW Offshore Ltd,Supplier,0.5487317832
Bahrain Petroleum Co BSCC,Shell PLC,Supplier,0.649662458162995
Shell PLC,Bahrain Petroleum Co BSCC,Supplier,0.690587155288968
Baidu Inc,Intel Corp,Supplier,0.670384635949056
Intel Corp,Baidu Inc,Supplier,0.263768
Baker Hughes Co,Panametrics LLC,Supplier,0.641130597732864
Panametrics LLC,Baker Hughes Co,Supplier,0.620920708104806
Baker Hughes Co,General Electric Co,Supplier,0.61270795409952
General Electric Co,Baker Hughes Co,Supplier,0.312264
Ballard Power Systems Inc,Mercedes-Benz Group AG,Supplier,0.5166020352
Mercedes-Benz Group AG,Ballard Power Systems Inc,Supplier,0.697493110519723
Bandwidth Inc,Republic Wireless Inc,Supplier,0.29835752
Republic Wireless Inc,Bandwidth Inc,Supplier,0.669644639968627
Bandwidth Inc,RingCentral Inc,Supplier,0.574215844656
RingCentral Inc,Bandwidth Inc,Supplier,0.686999300593786
Bangladesh Petroleum Corp,Glencore PLC,Supplier,0.31662632
Glencore PLC,Bangladesh Petroleum Corp,Supplier,0.580383509088
Bayerische Motoren Werke AG,Ganfeng Lithium Co Ltd,Supplier,0.714206107985304
Ganfeng Lithium Co Ltd,Bayerische Motoren Werke AG,Supplier,0.606497808646963
Bayerische Motoren Werke AG,Jaguar Land Rover Automotive PLC,Supplier,0.562280184192
Jaguar Land Rover Automotive PLC,Bayerische Motoren Werke AG,Supplier,0.57102267168
Bayerische Motoren Werke AG,Mercedes-Benz Group AG,Supplier,0.689271391601221
Mercedes-Benz Group AG,Bayerische Motoren Werke AG,Supplier,0.530615729664
Bayerische Motoren Werke AG,Northvolt AB,Supplier,0.56133478272
Northvolt AB,Bayerische Motoren Werke AG,Supplier,0.673841641077332
Bayerische Motoren Werke AG,Visteon Corp,Supplier,0.683343725615248
Visteon Corp,Bayerische Motoren Werke AG,Supplier,0.28636
Bayerische Motoren Werke AG,Volvo AB,Supplier,0.555262071168
Volvo AB,Bayerische Motoren Werke AG,Supplier,0.30075008
Bechtel Corp,Sempra Energy,Supplier,0.2950896
Sempra Energy,Bechtel Corp,Supplier,0.563713081824
Bed Bath & Beyond Inc,Walmart Inc,Supplier,0.524266001664
Walmart Inc,Bed Bath & Beyond Inc,Supplier,0.2827232
Belgomine NV,Shell PLC,Supplier,0.2917924
Shell PLC,Belgomine NV,Supplier,0.524860558848
Bell Canada Inc,Telefonaktiebolaget LM Ericsson,Supplier,0.581239745184
Telefonaktiebolaget LM Ericsson,Bell Canada Inc,Supplier,0.538319541216
Bell Textron Inc,Boeing Co,Supplier,0.29736192
Boeing Co,Bell Textron Inc,Supplier,0.28342688
Best Buy Co Inc,Walmart Inc,Supplier,0.27301688
Walmart Inc,Best Buy Co Inc,Supplier,0.2864192
Bharat Petroleum Corporation Ltd,Indian Oil Corporation Ltd,Supplier,0.580237448592
Indian Oil Corporation Ltd,Bharat Petroleum Corporation Ltd,Supplier,0.633357256272614
Bharat Petroleum Corporation Ltd,PetroChina Co Ltd,Supplier,0.991871554938011
PetroChina Co Ltd,Bharat Petroleum Corporation Ltd,Supplier,0.999835717186912
Bharat Petroleum Corporation Ltd,Shell PLC,Supplier,0.997594112284785
Shell PLC,Bharat Petroleum Corporation Ltd,Supplier,0.998254038862207
Bharat Petroleum Corporation Ltd,TotalEnergies SE,Supplier,0.543545326848
TotalEnergies SE,Bharat Petroleum Corporation Ltd,Supplier,0.31026128
Bharat Petroleum Corporation Ltd,Vitol SA,Supplier,0.999996961942149
Vitol SA,Bharat Petroleum Corporation Ltd,Supplier,0.999999999403942
Bharat Sanchar Nigam Ltd,Inmarsat Group Holdings Ltd,Supplier,0.30647408
Inmarsat Group Holdings Ltd,Bharat Sanchar Nigam Ltd,Supplier,0.562583586432
Bharti Airtel Ltd,Reliance Jio Infocomm Ltd,Supplier,0.652453083003311
Reliance Jio Infocomm Ltd,Bharti Airtel Ltd,Supplier,0.669671263671698
Bharti Airtel Ltd,Samsung Electronics Co Ltd,Supplier,0.26073088
Samsung Electronics Co Ltd,Bharti Airtel Ltd,Supplier,0.5507408784
Bharti Airtel Ltd,Singapore Telecommunications Ltd,Supplier,0.562916909472
Singapore Telecommunications Ltd,Bharti Airtel Ltd,Supplier,0.2753492
Bharti Airtel Ltd,Vodafone Idea Ltd,Supplier,0.26684
Vodafone Idea Ltd,Bharti Airtel Ltd,Supplier,0.29803544
BioAmber Inc,Mitsui & Co Ltd,Supplier,0.31373792
Mitsui & Co Ltd,BioAmber Inc,Supplier,0.3017168
BlackBerry Ltd,Jaguar Land Rover Automotive PLC,Supplier,0.54754295808
Jaguar Land Rover Automotive PLC,BlackBerry Ltd,Supplier,0.647358946256486
BlackBerry Ltd,Microsoft Corp,Supplier,0.97099921633108
Microsoft Corp,BlackBerry Ltd,Supplier,0.691516143070547
BlackBerry Ltd,Vodafone Group PLC,Supplier,0.30137984
Vodafone Group PLC,BlackBerry Ltd,Supplier,0.2833504
Blackline Inc,SAP SE,Supplier,0.621198026154624
SAP SE,Blackline Inc,Supplier,0.622091260812288
Boeing Co,CTT Systems AB,Supplier,0.707163576082012
CTT Systems AB,Boeing Co,Supplier,0.27650624
Boeing Co,Cargolux Airlines International SA,Supplier,0.55361644032
Cargolux Airlines International SA,Boeing Co,Supplier,0.700110199813376
Boeing Co,Cathay Pacific Airways Ltd,Supplier,0.984102604590163
Cathay Pacific Airways Ltd,Boeing Co,Supplier,0.998385196397479
Boeing Co,Dassault Aviation SA,Supplier,0.27618784
Dassault Aviation SA,Boeing Co,Supplier,0.526232984304
Boeing Co,Dassault Systemes SE,Supplier,0.708595487650599
Dassault Systemes SE,Boeing Co,Supplier,0.26057088
Boeing Co,FLYHT Aerospace Solutions Ltd,Supplier,0.603717487581101
FLYHT Aerospace Solutions Ltd,Boeing Co,Supplier,0.5415591168
Boeing Co,Federal Aviation Administration,Supplier,0.720876819905895
Federal Aviation Administration,Boeing Co,Supplier,0.975327576503083
Boeing Co,GKN Ltd,Supplier,0.721713694830221
GKN Ltd,Boeing Co,Supplier,0.29211584
Boeing Co,Hawaiian Holdings Inc,Supplier,0.666508209316717
Hawaiian Holdings Inc,Boeing Co,Supplier,0.630110704936723
Boeing Co,Inmarsat Group Holdings Ltd,Supplier,0.662800219351219
Inmarsat Group Holdings Ltd,Boeing Co,Supplier,0.972801953478904
Boeing Co,Intrepid Aviation Ltd,Supplier,0.998279767412923
Intrepid Aviation Ltd,Boeing Co,Supplier,0.974104181986168
Boeing Co,Japan Airlines Co Ltd,Supplier,0.56362407216
Japan Airlines Co Ltd,Boeing Co,Supplier,0.997231066331115
Boeing Co,Korean Air Lines Co Ltd,Supplier,0.972218640446291
Korean Air Lines Co Ltd,Boeing Co,Supplier,0.995640852017583
Boeing Co,Lockheed Martin Corp,Supplier,0.999490770780283
Lockheed Martin Corp,Boeing Co,Supplier,0.990215108368336
Boeing Co,Lufthansa Technik AG,Supplier,0.304576
Lufthansa Technik AG,Boeing Co,Supplier,0.28907768
Boeing Co,MTU Aero Engines AG,Supplier,0.682696602560995
MTU Aero Engines AG,Boeing Co,Supplier,0.54454223232
Boeing Co,Northrop Grumman Corp,Supplier,0.998127048108738
Northrop Grumman Corp,Boeing Co,Supplier,0.98130526183711
Boeing Co,Rockwell Collins Inc,Supplier,0.999998898111015
Rockwell Collins Inc,Boeing Co,Supplier,0.701351391481545
Boeing Co,Subaru Corp,Supplier,0.61819422821184
Subaru Corp,Boeing Co,Supplier,0.554629635648
Boeing Co,Turk Hava Yollari AO,Supplier,0.970727547073742
Turk Hava Yollari AO,Boeing Co,Supplier,0.979756604126266
Boeing Co,United Airlines Holdings Inc,Supplier,0.698001066710238
United Airlines Holdings Inc,Boeing Co,Supplier,0.999973256176281
Boeing Co,United Parcel Service Inc,Supplier,0.304556
United Parcel Service Inc,Boeing Co,Supplier,0.99050753850895
Boeing Co,Utc Aerospace Systems,Supplier,0.994495112304633
Utc Aerospace Systems,Boeing Co,Supplier,0.2798112
Boeing Co,ViaSat Inc,Supplier,0.9806345500159
ViaSat Inc,Boeing Co,Supplier,0.998179007599245
Bombardier Inc,Bombardier Transportation GmbH,Supplier,0.993118886013547
Bombardier Transportation GmbH,Bombardier Inc,Supplier,0.6244008204288
Bombardier Inc,Bombardier Transportation UK Ltd,Supplier,0.52316421456
Bombardier Transportation UK Ltd,Bombardier Inc,Supplier,0.28674752
Bombardier Inc,CAE Inc,Supplier,0.698145398694312
CAE Inc,Bombardier Inc,Supplier,0.61998458340311
Bombardier Inc,Collins Aerospace,Supplier,0.3106856
Collins Aerospace,Bombardier Inc,Supplier,0.29875648
Bombardier Inc,Cortex Finance PLC Series 2006-5,Supplier,0.544013184
Cortex Finance PLC Series 2006-5,Bombardier Inc,Supplier,0.67603956571062
Bombardier Inc,MTU Aero Engines AG,Supplier,0.31951968
MTU Aero Engines AG,Bombardier Inc,Supplier,0.280878
Bombardier Inc,Petards Group PLC,Supplier,0.717204985638224
Petards Group PLC,Bombardier Inc,Supplier,0.6427112482176
Bombardier Inc,Pratt & Whitney Co,Supplier,0.603318376674048
Pratt & Whitney Co,Bombardier Inc,Supplier,0.2931904
Bombardier Inc,Transnet SOC Ltd,Supplier,0.529089459456
Transnet SOC Ltd,Bombardier Inc,Supplier,0.596543867175936
Bombardier Inc,Triumph Group Inc,Supplier,0.623124715145011
Triumph Group Inc,Bombardier Inc,Supplier,0.605701820383488
Boost Mobile LLC,T-Mobile US Inc,Supplier,0.29310216
T-Mobile US Inc,Boost Mobile LLC,Supplier,0.29513768
Borqs Technologies Inc,Intel Corp,Supplier,0.2806592
Intel Corp,Borqs Technologies Inc,Supplier,0.31174752
Box Inc,International Business Machines Corp,Supplier,0.2811124
International Business Machines Corp,Box Inc,Supplier,0.580350159456
British Airways PLC,International Consolidated Airlines Group SA,Supplier,0.5661197616
International Consolidated Airlines Group SA,British Airways PLC,Supplier,0.620855192956109
British Telecommunications PLC,EE Ltd,Supplier,0.30017312
EE Ltd,British Telecommunications PLC,Supplier,0.300136
BroadSoft Inc,Cisco Systems Inc (Pre-Merger),Supplier,0.612842371517184
Cisco Systems Inc (Pre-Merger),BroadSoft Inc,Supplier,0.663841966648616
Broadcom Corp,Emulex Corp,Supplier,0.28422688
Emulex Corp,Broadcom Corp,Supplier,0.2900912
Broadcom Inc,Huawei Technologies Co Ltd,Supplier,0.62100562741248
Huawei Technologies Co Ltd,Broadcom Inc,Supplier,0.989778180620859
Brocade Communications Systems LLC,EMC Corp,Supplier,0.31165216
EMC Corp,Brocade Communications Systems LLC,Supplier,0.681492903303117
Bucyrus International Inc,Caterpillar Inc,Supplier,0.2703272
Caterpillar Inc,Bucyrus International Inc,Supplier,0.28946432
Budget Rent A Car Licensor LLC,Cisco Systems Inc (Pre-Merger),Supplier,0.28667392
Cisco Systems Inc (Pre-Merger),Budget Rent A Car Licensor LLC,Supplier,0.5723908536
Business Objects Inc,Microsoft Corp,Supplier,0.28978592
Microsoft Corp,Business Objects Inc,Supplier,0.29039424
Buyer Group International Inc,Intel Corp,Supplier,0.630456513363149
Intel Corp,Buyer Group International Inc,Supplier,0.666864806784522
C & A Textiles Ltd,Tesla Inc,Supplier,0.657826336361494
Tesla Inc,C & A Textiles Ltd,Supplier,0.995186775593325
CAE Inc,Lockheed Martin Corp,Supplier,0.30444256
Lockheed Martin Corp,CAE Inc,Supplier,0.681713648280826
CAE Inc,Turk Hava Yollari AO,Supplier,0.5493861012
Turk Hava Yollari AO,CAE Inc,Supplier,0.29574392
CDI Corp,International Business Machines Corp,Supplier,0.5421849744
International Business Machines Corp,CDI Corp,Supplier,0.5495782008
CFM International Inc,Safran SA,Supplier,0.61538307052416
Safran SA,CFM International Inc,Supplier,0.524072344944
CITGO Petroleum Corp,Petroleos de Venezuela SA,Supplier,0.981273382418534
Petroleos de Venezuela SA,CITGO Petroleum Corp,Supplier,0.69680248456429
CLARCOR Inc,General Electric Co,Supplier,0.28319232
General Electric Co,CLARCOR Inc,Supplier,0.54745109736
CMTSU Liquidation Inc,Oracle Corp,Supplier,0.674427386339549
Oracle Corp,CMTSU Liquidation Inc,Supplier,0.572180924928
CSC Holdings Ltd,Microsoft Corp,Supplier,0.28101008
Microsoft Corp,CSC Holdings Ltd,Supplier,0.3124988
CSG Systems International Inc,Comcast Corp,Supplier,0.971955625043929
Comcast Corp,CSG Systems International Inc,Supplier,0.976192805595126
CSG Systems International Inc,First Data Corp,Supplier,0.3156656
First Data Corp,CSG Systems International Inc,Supplier,0.28750992
CSL Ltd,Telstra Corporation Ltd,Supplier,0.5301270048
Telstra Corporation Ltd,CSL Ltd,Supplier,0.27581824
CSR Ltd,Samsung Electronics Co Ltd,Supplier,0.627511904679014
Samsung Electronics Co Ltd,CSR Ltd,Supplier,0.974550342774094
Cargill Inc,Itochu Corp,Supplier,0.684300981373817
Itochu Corp,Cargill Inc,Supplier,0.690898659112896
Cargill Inc,Shell PLC,Supplier,0.721398323064132
Shell PLC,Cargill Inc,Supplier,0.713540405414217
Catapult Systems LLC,Chinasoft International Ltd,Supplier,0.2953796
Chinasoft International Ltd,Catapult Systems LLC,Supplier,0.28923344
Caterpillar Inc,Sreeleathers Ltd,Supplier,0.681473222653624
Sreeleathers Ltd,Caterpillar Inc,Supplier,0.2801016
Caterpillar Inc,Westrac Pty Ltd,Supplier,0.671366835809394
Westrac Pty Ltd,Caterpillar Inc,Supplier,0.625265534703821
Celanese Corp,Mitsui & Co Ltd,Supplier,0.29301984
Mitsui & Co Ltd,Celanese Corp,Supplier,0.29032664
Cellco Partnership,Leap Wireless International Inc,Supplier,0.29574056
Leap Wireless International Inc,Cellco Partnership,Supplier,0.2614236
Cellco Partnership,Lumen Technologies Inc,Supplier,0.666565165505487
Lumen Technologies Inc,Cellco Partnership,Supplier,0.538190976
Cellco Partnership,Vodafone Group PLC,Supplier,0.701375945722544
Vodafone Group PLC,Cellco Partnership,Supplier,0.70280593319407
Centerpoint Energy Resources Corp,Convergys Corp,Supplier,0.2904512
Convergys Corp,Centerpoint Energy Resources Corp,Supplier,0.64048140106176
Centrica PLC,Equinor ASA,Supplier,0.653244802526857
Equinor ASA,Centrica PLC,Supplier,0.62189256006912
Century Energy International Holdings Ltd,Vitol Ltd,Supplier,0.68907680321439
Vitol Ltd,Century Energy International Holdings Ltd,Supplier,0.559660069632
Cfm International SA,Interglobe Aviation Ltd,Supplier,0.56373875712
Interglobe Aviation Ltd,Cfm International SA,Supplier,0.979530140183149
Cfm International SA,Safran SA,Supplier,0.637512065184
Safran SA,Cfm International SA,Supplier,0.688501781393213
Chart Industries Inc,PetroChina Co Ltd,Supplier,0.561556352256
PetroChina Co Ltd,Chart Industries Inc,Supplier,0.30830536
Charter Communications Inc,Synacor Inc,Supplier,0.61684543670016
Synacor Inc,Charter Communications Inc,Supplier,0.30142496
Chelford SAP Solutions Ltd,SAP SE,Supplier,0.970460703268281
SAP SE,Chelford SAP Solutions Ltd,Supplier,0.661112698877074
Chevron Corp,Conocophillips,Supplier,0.3124928
Conocophillips,Chevron Corp,Supplier,0.564563662848
Chevron Corp,Exxon Mobil Corp,Supplier,0.975111308875715
Exxon Mobil Corp,Chevron Corp,Supplier,0.557821206624
Chevron Corp,GS Caltex Corp,Supplier,0.29658168
GS Caltex Corp,Chevron Corp,Supplier,0.3100608
Chevron Corp,Glencore PLC,Supplier,0.681394546463608
Glencore PLC,Chevron Corp,Supplier,0.713900202342732
Chevron Corp,Indian Oil Corporation Ltd,Supplier,0.998293219648903
Indian Oil Corporation Ltd,Chevron Corp,Supplier,0.994459331331249
Chevron Corp,PTT PCL,Supplier,0.31591256
PTT PCL,Chevron Corp,Supplier,0.535899221472
Chevron Corp,Pertamina Drilling Services Indonesia PT,Supplier,0.29651672
Pertamina Drilling Services Indonesia PT,Chevron Corp,Supplier,0.582911319744
Chevron Corp,Shell PLC,Supplier,0.984754659923908
Shell PLC,Chevron Corp,Supplier,0.999278652920624
Chevron Corp,Sunoco LP,Supplier,0.629457935797862
Sunoco LP,Chevron Corp,Supplier,0.587134487136
Chevron Corp,Susser Holdings Corp,Supplier,0.28683248
Susser Holdings Corp,Chevron Corp,Supplier,0.587351352
Chevron Corp,TotalEnergies SE,Supplier,0.27461784
TotalEnergies SE,Chevron Corp,Supplier,0.57697949304
China Aviation Oil (Singapore) Corporation Ltd,Shell PLC,Supplier,0.648760719689318
Shell PLC,China Aviation Oil (Singapore) Corporation Ltd,Supplier,0.31315552
China International United Petroleum & Chemicals Co Ltd,Glencore PLC,Supplier,0.579000798816
Glencore PLC,China International United Petroleum & Chemicals Co Ltd,Supplier,0.29827792
China International United Petroleum & Chemicals Co Ltd,Gunvor Group Ltd,Supplier,0.576547257216
Gunvor Group Ltd,China International United Petroleum & Chemicals Co Ltd,Supplier,0.630164971171488
China International United Petroleum & Chemicals Co Ltd,Hin Leong Trading (Pte) Ltd,Supplier,0.580047421296
Hin Leong Trading (Pte) Ltd,China International United Petroleum & Chemicals Co Ltd,Supplier,0.5847438
China International United Petroleum & Chemicals Co Ltd,Trafigura Group Pte Ltd,Supplier,0.31686936
Trafigura Group Pte Ltd,China International United Petroleum & Chemicals Co Ltd,Supplier,0.3070592
China International United Petroleum & Chemicals Co Ltd,Vitol Ltd,Supplier,0.724715212146744
Vitol Ltd,China International United Petroleum & Chemicals Co Ltd,Supplier,0.686310343915849
China Mobile Ltd,Sohu.Com Inc,Supplier,0.578565321312
Sohu.Com Inc,China Mobile Ltd,Supplier,0.556372998624
China Petroleum & Chemical Corp,PetroChina Co Ltd,Supplier,0.60221391529751
PetroChina Co Ltd,China Petroleum & Chemical Corp,Supplier,0.618519822364301
China Southern Airlines Co Ltd,Pratt & Whitney Co,Supplier,0.678219607268642
Pratt & Whitney Co,China Southern Airlines Co Ltd,Supplier,0.2811888
Chrysler Ltd,Volvo AB,Supplier,0.30631096
Volvo AB,Chrysler Ltd,Supplier,0.30318
Ciena Corp,Lumentum Holdings Inc,Supplier,0.714681034752
Lumentum Holdings Inc,Ciena Corp,Supplier,0.55886962464
Cincinnati Bell Inc,Sony Group Corp,Supplier,0.31248312
Sony Group Corp,Cincinnati Bell Inc,Supplier,0.29605976
Cisco Systems Inc,Google LLC,Supplier,0.590550608526701
Google LLC,Cisco Systems Inc,Supplier,0.716599188429612
Cisco Systems Inc,Oracle Corp,Supplier,0.31170928
Oracle Corp,Cisco Systems Inc,Supplier,0.52023180288
Cisco Systems Inc,Technicolor SA,Supplier,0.541048553472
Technicolor SA,Cisco Systems Inc,Supplier,0.559339608
Cisco Systems Inc (Pre-Merger),Citrix Systems Inc,Supplier,0.6144407965632
Citrix Systems Inc,Cisco Systems Inc (Pre-Merger),Supplier,0.695519536286383
Cisco Systems Inc (Pre-Merger),Datalink Corp,Supplier,0.666685807261471
Datalink Corp,Cisco Systems Inc (Pre-Merger),Supplier,0.62529641680896
Cisco Systems Inc (Pre-Merger),EZchip Semiconductor Ltd,Supplier,0.724835690606403
EZchip Semiconductor Ltd,Cisco Systems Inc (Pre-Merger),Supplier,0.540622212816
Cisco Systems Inc (Pre-Merger),Enventis Corp,Supplier,0.631794181934208
Enventis Corp,Cisco Systems Inc (Pre-Merger),Supplier,0.550037428224
Cisco Systems Inc (Pre-Merger),F5 Inc,Supplier,0.56157337632
F5 Inc,Cisco Systems Inc (Pre-Merger),Supplier,0.289664
Cisco Systems Inc (Pre-Merger),Google LLC,Supplier,0.590550608526701
Google LLC,Cisco Systems Inc (Pre-Merger),Supplier,0.716599188429612
Cisco Systems Inc (Pre-Merger),Ingram Micro Inc,Supplier,0.636149946626458
Ingram Micro Inc,Cisco Systems Inc (Pre-Merger),Supplier,0.596534662929715
Cisco Systems Inc (Pre-Merger),Jive Software Inc,Supplier,0.300542
Jive Software Inc,Cisco Systems Inc (Pre-Merger),Supplier,0.2935544
Cisco Systems Inc (Pre-Merger),LaSalle Solutions Canada Inc,Supplier,0.546090771456
LaSalle Solutions Canada Inc,Cisco Systems Inc (Pre-Merger),Supplier,0.30258264
Cisco Systems Inc (Pre-Merger),Maxcess Americas Inc,Supplier,0.685978191179459
Maxcess Americas Inc,Cisco Systems Inc (Pre-Merger),Supplier,0.990381411260236
Cisco Systems Inc (Pre-Merger),Meraki LLC,Supplier,0.671704321103275
Meraki LLC,Cisco Systems Inc (Pre-Merger),Supplier,0.52535597376
Cisco Systems Inc (Pre-Merger),Molex LLC,Supplier,0.31376
Molex LLC,Cisco Systems Inc (Pre-Merger),Supplier,0.28968064
Cisco Systems Inc (Pre-Merger),NetLogic I LLC,Supplier,0.2857552
NetLogic I LLC,Cisco Systems Inc (Pre-Merger),Supplier,0.30794848
Cisco Systems Inc (Pre-Merger),Oracle Corp,Supplier,0.31170928
Oracle Corp,Cisco Systems Inc (Pre-Merger),Supplier,0.52023180288
Cisco Systems Inc (Pre-Merger),Sprint Communications Co LP,Supplier,0.30197984
Sprint Communications Co LP,Cisco Systems Inc (Pre-Merger),Supplier,0.647798191194163
