id_	start_sent	end_sent	relation	entity1_full	entity2_full	num_sentence	article	date_publish	source_domain	e1	e2	sentence_range	id	num_chars	num_tokens	Confidence Score (%)	e2_count	epair_count	companies_in_text	weak_label	prob_label	KB_label	text_with_marker	most_conf	pair	split	entity1	entity2	text
7f417689a49194e4124af523f0fe3be695ae23fbb1a4a3e7d06d5a75142a0f40_20151027145821_www.reuters.com_ChevCorp_EniSpA	0	1	NA	Chevron Corp	Eni SpA	2	7f417689a49194e4124af523f0fe3be695ae23fbb1a4a3e7d06d5a75142a0f40	2015-10-27 14:58:21	www.reuters.com	ChevCorp	EniSpA	0|1	7f417689a49194e4124af523f0fe3be695ae23fbb1a4a3e7d06d5a75142a0f40_20151027145821_www.reuters.com_ChevCorp_EniSpA_0|1	195	36	0.0	36.0	19	2	0	0.3084705783141778	0	 Oct 27 - Kazakhstan is considering levying a fine of as much as $2 billion on a gas project led by BG Group Plc and [Eni] for failing to fulfil certain contractual obligations, Bloomberg reported.	True	Chevron Corp|Eni SpA	0	Chevron	Eni	 Oct 27 - Kazakhstan is considering levying a fine of as much as $2 billion on a gas project led by BG Group Plc and Eni for failing to fulfil certain contractual obligations, Bloomberg reported.
56d8c069023b6760796c98815a5c28b66ba666425d4657882264741ededa28a8_20150729165150_uk.reuters.com_ChevCorp_HallCo	0	0	Supplier	Chevron Corp	Halliburton Co	1	56d8c069023b6760796c98815a5c28b66ba666425d4657882264741ededa28a8	2015-07-29 16:51:50	uk.reuters.com	ChevCorp	HallCo	0|0	56d8c069023b6760796c98815a5c28b66ba666425d4657882264741ededa28a8_20150729165150_uk.reuters.com_ChevCorp_HallCo_0|0	202	37	0.578508417024	166.0	54	2	1	0.5	1	 July 29 Job cuts at oilfield service providers [Halliburton] and Baker Hughes Inc have turned out to be steeper than expected as crude prices hold below $50 levels, a 40 percent drop from June last year.	True	Chevron Corp|Halliburton Co	0	Chevron	Halliburton	 July 29 Job cuts at oilfield service providers Halliburton and Baker Hughes Inc have turned out to be steeper than expected as crude prices hold below $50 levels, a 40 percent drop from June last year.
9dab9253e2cea5262f91e2917579b4551f225ef9c92908a2cf76655d0b454578_20211221175130_www.reuters.com_ChevCorp_KLACorp	3	3	NA	Chevron Corp	KLA Corp	1	9dab9253e2cea5262f91e2917579b4551f225ef9c92908a2cf76655d0b454578	2021-12-21 17:51:30	www.reuters.com	ChevCorp	KLACorp	3|3	9dab9253e2cea5262f91e2917579b4551f225ef9c92908a2cf76655d0b454578_20211221175130_www.reuters.com_ChevCorp_KLACorp_3|3	2129	352	0.0	2.0	1	9	0	9.649584407265335e-07	0	** Micron : up 9.6% Register now for FREE unlimited access to Reuters.com Register BUZZ-JPM, Credit Suisse raises Micron's PT after chipmaker's quarterly update ** NIKE Inc : up 6.9% BUZZ-Nike soars after co beats Q2 revenue, profit estimates ** Acadia Pharmaceuticals Inc : down 19.7% BUZZ-Analysts skeptical about FDA nod for Acadia's Alzheimer's drug ** Society Pass Incorporated : down 6.9% BUZZ-Society Pass ending 2021 with meme-like rally as retail interest surges ** Aridis Pharmaceuticals Inc : up 25.2% BUZZ-Aridis Pharma soars on promising data from anti-viral drug ** Vir Biotechnology Inc : down 15.3% BUZZ-Vir Biotechnology slips as Baird lowers to 'underperform' on Omicron challenges ** Alibaba : up 6.1% BUZZ-Atlantic Equities downgrades Alibaba to 'neutral', cuts PT ** Aquestive Therapeutics Inc : down 33.5% BUZZ-Aquestive slumps on delay in U.S. review of anti-seizure drug ** Aldeyra Therapeutics Inc : down 51.0% BUZZ-Aldeyra drops on eye drug study setback, analysts see launch delay ** Penumbra Inc : up 3.2% BUZZ-Penumbra an attractive entry point, says JPM citing revenue potential ** Nikola Corporation : up 2.3% BUZZ-Nikola to pay $125 mln to settle SEC charges; shares up premarket ** Rite Aid Corporation : up 17.0% BUZZ-Rite Aid rises on upbeat core earnings forecast, store closure plan ** Embraer SA : up 16.9% BUZZ-Planemaker Embraer's U.S. shares soar as subsidiary Eve to list on NYSE ** CytomX Therapeutics Inc : down 41.5% BUZZ-CytomX drops as analysts cut PTs on mixed cancer drug data ** Fisker : up 1.8% BUZZ-Fisker up on expanding deal with tire-maker Bridgestone ** Tesla : up 0.7% BUZZ-Tesla perks up after losing all gains since Hertz EV deal ** {Chevron}oration : up 1.8% ** Exxon Mobiloration : up 2.2% ** Devon Energy Corporation : up 6.8% ** APA Corporation : up 5.1% ** Occidental Petroleum Corporation : up 4.8% ** Ovintiv Inc : up 2.9% ** Laredo Petroleum Inc : up 8.7% ** Baker Hughesmpany : up 3.5% ** Schlumberger N.V. : up 3.9% ** Halliburtonmpany : up 3.8% ** Patterson-UTI Energy Inc : up 9.8% BUZZ-Energy firms climb tracking crude prices even as Omicron worries linger *	True	Chevron Corp|KLA Corp	0	Chevron	KLA	** Micron : up 9.6% Register now for FREE unlimited access to Reuters.com Register BUZZ-JPM, Credit Suisse raises Micron's PT after chipmaker's quarterly update ** NIKE Inc : up 6.9% BUZZ-Nike soars after co beats Q2 revenue, profit estimates ** Acadia Pharmaceuticals Inc : down 19.7% BUZZ-Analysts skeptical about FDA nod for Acadia's Alzheimer's drug ** Society Pass Incorporated : down 6.9% BUZZ-Society Pass ending 2021 with meme-like rally as retail interest surges ** Aridis Pharmaceuticals Inc : up 25.2% BUZZ-Aridis Pharma soars on promising data from anti-viral drug ** Vir Biotechnology Inc : down 15.3% BUZZ-Vir Biotechnology slips as Baird lowers to 'underperform' on Omicron challenges ** Alibaba : up 6.1% BUZZ-Atlantic Equities downgrades Alibaba to 'neutral', cuts PT ** Aquestive Therapeutics Inc : down 33.5% BUZZ-Aquestive slumps on delay in U.S. review of anti-seizure drug ** Aldeyra Therapeutics Inc : down 51.0% BUZZ-Aldeyra drops on eye drug study setback, analysts see launch delay ** Penumbra Inc : up 3.2% BUZZ-Penumbra an attractive entry point, says JPM citing revenue potential ** Nikola Corporation : up 2.3% BUZZ-Nikola to pay $125 mln to settle SEC charges; shares up premarket ** Rite Aid Corporation : up 17.0% BUZZ-Rite Aid rises on upbeat core earnings forecast, store closure plan ** Embraer SA : up 16.9% BUZZ-Planemaker Embraer's U.S. shares soar as subsidiary Eve to list on NYSE ** CytomX Therapeutics Inc : down 41.5% BUZZ-CytomX drops as analysts cut PTs on mixed cancer drug data ** Fisker : up 1.8% BUZZ-Fisker up on expanding deal with tire-maker Bridgestone ** Tesla : up 0.7% BUZZ-Tesla perks up after losing all gains since Hertz EV deal ** Chevronoration : up 1.8% ** Exxon Mobiloration : up 2.2% ** Devon Energy Corporation : up 6.8% ** APA Corporation : up 5.1% ** Occidental Petroleum Corporation : up 4.8% ** Ovintiv Inc : up 2.9% ** Laredo Petroleum Inc : up 8.7% ** Baker Hughesmpany : up 3.5% ** Schlumberger N.V. : up 3.9% ** Halliburtonmpany : up 3.8% ** Patterson-UTI Energy Inc : up 9.8% BUZZ-Energy firms climb tracking crude prices even as Omicron worries linger *
e059b6ff4f6abdcc3633657fd5fddf13396dbb12342ed55d8c1c487d2d745df3_20151207220714_www.reuters.com_CocaCo_NestSA	0	0	NA	Coca-Cola Co	Nestle SA	1	e059b6ff4f6abdcc3633657fd5fddf13396dbb12342ed55d8c1c487d2d745df3	2015-12-07 22:07:14	www.reuters.com	CocaCo	NestSA	0|0	e059b6ff4f6abdcc3633657fd5fddf13396dbb12342ed55d8c1c487d2d745df3_20151207220714_www.reuters.com_CocaCo_NestSA_0|0	134	26	0.0		16	2	0	2.861465967603044e-06	0	* Deal will strengthen JAB's position in U.S. * Offer of $92/share is a 78 percent premium * {Coca-Cola} to cash out 17.4 percent stake 	True	Coca-Cola Co|Nestle SA	2	Coca-Cola	Nestle	* Deal will strengthen JAB's position in U.S. * Offer of $92/share is a 78 percent premium * Coca-Cola to cash out 17.4 percent stake 
aec8e91764d90866b02f25a5e114ca4e10616cb88a3abd980be32be49d6f118d_20200214171455_www.reuters.com_DISHNetwCorp_SynoInc	12	13	NA	DISH Network Corp	Synopsys Inc	2	aec8e91764d90866b02f25a5e114ca4e10616cb88a3abd980be32be49d6f118d	2020-02-14 17:14:55	www.reuters.com	DISHNetwCorp	SynoInc	12|13	aec8e91764d90866b02f25a5e114ca4e10616cb88a3abd980be32be49d6f118d_20200214171455_www.reuters.com_DISHNetwCorp_SynoInc_12|13	441	68	0.0	8.0	1	2	0	0.3032651365564934	0	Cimarex Energy Co Q4 2019 Cimarex Energy Co Earnings Release 19-Feb-2020 AMC SNPS.OQ [Synopsys] Q1 2020 [Synopsys] Earnings Release 19-Feb-2020 AMC PXD.N Pioneer Natural Resources Co Q4 2019 Pioneer Natural Resources Co Earnings Release 19-Feb-2020 AMC HST.N Host Hotels & Resorts Inc Q4 2019 Host Hotels & Resorts Inc Earnings Release 19-Feb-2020 BMO GPC.N Genuine Parts Co Q4 2019 Genuine Parts Co Earnings Release 19-Feb-2020 BMO DISH.OQ DISH	True	DISH Network Corp|Synopsys Inc	1	DISH Network	Synopsys	Cimarex Energy Co Q4 2019 Cimarex Energy Co Earnings Release 19-Feb-2020 AMC SNPS.OQ Synopsys Q1 2020 Synopsys Earnings Release 19-Feb-2020 AMC PXD.N Pioneer Natural Resources Co Q4 2019 Pioneer Natural Resources Co Earnings Release 19-Feb-2020 AMC HST.N Host Hotels & Resorts Inc Q4 2019 Host Hotels & Resorts Inc Earnings Release 19-Feb-2020 BMO GPC.N Genuine Parts Co Q4 2019 Genuine Parts Co Earnings Release 19-Feb-2020 BMO DISH.OQ DISH
2a1e7fa1bd7b53c745f5a67fdfef4563f1e5aaaf4472088a545b575ffe8eec47_20160511152933_uk.reuters.com_DellInc_EMCCorp	39	39	Supplier	Dell Inc	EMC Corp	1	2a1e7fa1bd7b53c745f5a67fdfef4563f1e5aaaf4472088a545b575ffe8eec47	2016-05-11 15:29:33	uk.reuters.com	DellInc	EMCCorp	39|39	2a1e7fa1bd7b53c745f5a67fdfef4563f1e5aaaf4472088a545b575ffe8eec47_20160511152933_uk.reuters.com_DellInc_EMCCorp_39|39	99	16	0.987949488866438	465.0	184	2	-1	0.5	1	As a result, Fitch does not anticipate VMware paying dividends or directly supporting debt at {Dell}.	True	Dell Inc|EMC Corp	0	Dell	EMC	As a result, Fitch does not anticipate VMware paying dividends or directly supporting debt at Dell.
d6745a82be25aaf8a44b4ae520f6dbdd0293072dd5d344da798bb44eb0831927_20141015011655_uk.reuters.com_EMCCorp_HPInc	2	2	NA	EMC Corp	HP Inc	1	d6745a82be25aaf8a44b4ae520f6dbdd0293072dd5d344da798bb44eb0831927	2014-10-15 01:16:55	uk.reuters.com	EMCCorp	HPInc	2|2	d6745a82be25aaf8a44b4ae520f6dbdd0293072dd5d344da798bb44eb0831927_20141015011655_uk.reuters.com_EMCCorp_HPInc_2|2	239	38	0.0	24.0	10	2	0	0.3032651365564934	0	Thierry Roge NEW YORK Hewlett-Packard Co has ended merger talks with {EMC} {EMC}.N and may announce this development as soon as Wednesday, deciding to walk away after months of fruitless negotiations, people briefed on the matter told Reuters.	True	EMC Corp|HP Inc	1	EMC	HP	Thierry Roge NEW YORK Hewlett-Packard Co has ended merger talks with EMC EMC.N and may announce this development as soon as Wednesday, deciding to walk away after months of fruitless negotiations, people briefed on the matter told Reuters.
b3388ce0660f82a399e935d6c71025c7c57d21477acd0e2c1b4433c0e71fb10c_20120706161747_uk.reuters.com_EMCCorp_InteBusiMachCorp	18	18	Supplier	EMC Corp	International Business Machines Corp	1	b3388ce0660f82a399e935d6c71025c7c57d21477acd0e2c1b4433c0e71fb10c	2012-07-06 16:17:47	uk.reuters.com	EMCCorp	InteBusiMachCorp	18|18	b3388ce0660f82a399e935d6c71025c7c57d21477acd0e2c1b4433c0e71fb10c_20120706161747_uk.reuters.com_EMCCorp_InteBusiMachCorp_18|18	39	8	0.620464053504	541.0	14	2	-1	0.5	1	, Total System Services Inc. , and {EMC}.	True	EMC Corp|International Business Machines Corp	1	EMC	IBM	, Total System Services Inc. , and EMC.
19d3246b5ce7a97a5ae41bacf09843abab92fcee013a67e98fd4d4c792373c24_20131114233704_uk.reuters.com_EMCCorp_InteBusiMachCorp	21	21	Supplier	EMC Corp	International Business Machines Corp	1	19d3246b5ce7a97a5ae41bacf09843abab92fcee013a67e98fd4d4c792373c24	2013-11-14 23:37:04	uk.reuters.com	EMCCorp	InteBusiMachCorp	21|21	19d3246b5ce7a97a5ae41bacf09843abab92fcee013a67e98fd4d4c792373c24_20131114233704_uk.reuters.com_EMCCorp_InteBusiMachCorp_21|21	154	25	0.620464053504	541.0	14	2	-1	0.5	1	"""The government's signal is pretty clear - they want to rely less on U.S. products, such as IOE ,"" said a former China-based telecommunications executive."	True	EMC Corp|International Business Machines Corp	1	EMC	IBM	"""The government's signal is pretty clear - they want to rely less on U.S. products, such as IOE ,"" said a former China-based telecommunications executive."
56e3a15590bf5186412e77364c8df221d8ee2d81cfe6bf75e84ce1897f651609_20131021183342_uk.reuters.com_EmirAirl_BoeiCo	19	19	Supplier	Emirates Airline	Boeing Co	1	56e3a15590bf5186412e77364c8df221d8ee2d81cfe6bf75e84ce1897f651609	2013-10-21 18:33:42	uk.reuters.com	EmirAirl	BoeiCo	19|19	56e3a15590bf5186412e77364c8df221d8ee2d81cfe6bf75e84ce1897f651609_20131021183342_uk.reuters.com_EmirAirl_BoeiCo_19|19	143	23	0.999999733922293	4805.0	29	2	1	0.4800305550516864	1	"""Since [Boeing] has been carefully designing the 777X to meet their needs, anything less than a 70-100 aircraft firm order would raise questions."	True	Emirates Airline|Boeing Co	0	Emirates Airline	Boeing	"""Since Boeing has been carefully designing the 777X to meet their needs, anything less than a 70-100 aircraft firm order would raise questions."
9dab9253e2cea5262f91e2917579b4551f225ef9c92908a2cf76655d0b454578_20211221175130_www.reuters.com_ExxoMobiCorp_KLACorp	3	3	NA	Exxon Mobil Corp	KLA Corp	1	9dab9253e2cea5262f91e2917579b4551f225ef9c92908a2cf76655d0b454578	2021-12-21 17:51:30	www.reuters.com	ExxoMobiCorp	KLACorp	3|3	9dab9253e2cea5262f91e2917579b4551f225ef9c92908a2cf76655d0b454578_20211221175130_www.reuters.com_ExxoMobiCorp_KLACorp_3|3	2129	352	0.0	2.0	1	9	0	9.649584407265335e-07	0	** Micron : up 9.6% Register now for FREE unlimited access to Reuters.com Register BUZZ-JPM, Credit Suisse raises Micron's PT after chipmaker's quarterly update ** NIKE Inc : up 6.9% BUZZ-Nike soars after co beats Q2 revenue, profit estimates ** Acadia Pharmaceuticals Inc : down 19.7% BUZZ-Analysts skeptical about FDA nod for Acadia's Alzheimer's drug ** Society Pass Incorporated : down 6.9% BUZZ-Society Pass ending 2021 with meme-like rally as retail interest surges ** Aridis Pharmaceuticals Inc : up 25.2% BUZZ-Aridis Pharma soars on promising data from anti-viral drug ** Vir Biotechnology Inc : down 15.3% BUZZ-Vir Biotechnology slips as Baird lowers to 'underperform' on Omicron challenges ** Alibaba : up 6.1% BUZZ-Atlantic Equities downgrades Alibaba to 'neutral', cuts PT ** Aquestive Therapeutics Inc : down 33.5% BUZZ-Aquestive slumps on delay in U.S. review of anti-seizure drug ** Aldeyra Therapeutics Inc : down 51.0% BUZZ-Aldeyra drops on eye drug study setback, analysts see launch delay ** Penumbra Inc : up 3.2% BUZZ-Penumbra an attractive entry point, says JPM citing revenue potential ** Nikola Corporation : up 2.3% BUZZ-Nikola to pay $125 mln to settle SEC charges; shares up premarket ** Rite Aid Corporation : up 17.0% BUZZ-Rite Aid rises on upbeat core earnings forecast, store closure plan ** Embraer SA : up 16.9% BUZZ-Planemaker Embraer's U.S. shares soar as subsidiary Eve to list on NYSE ** CytomX Therapeutics Inc : down 41.5% BUZZ-CytomX drops as analysts cut PTs on mixed cancer drug data ** Fisker : up 1.8% BUZZ-Fisker up on expanding deal with tire-maker Bridgestone ** Tesla : up 0.7% BUZZ-Tesla perks up after losing all gains since Hertz EV deal ** Chevronoration : up 1.8% ** {Exxon Mobil}oration : up 2.2% ** Devon Energy Corporation : up 6.8% ** APA Corporation : up 5.1% ** Occidental Petroleum Corporation : up 4.8% ** Ovintiv Inc : up 2.9% ** Laredo Petroleum Inc : up 8.7% ** Baker Hughesmpany : up 3.5% ** Schlumberger N.V. : up 3.9% ** Halliburtonmpany : up 3.8% ** Patterson-UTI Energy Inc : up 9.8% BUZZ-Energy firms climb tracking crude prices even as Omicron worries linger *	True	Exxon Mobil Corp|KLA Corp	0	Exxon Mobil	KLA	** Micron : up 9.6% Register now for FREE unlimited access to Reuters.com Register BUZZ-JPM, Credit Suisse raises Micron's PT after chipmaker's quarterly update ** NIKE Inc : up 6.9% BUZZ-Nike soars after co beats Q2 revenue, profit estimates ** Acadia Pharmaceuticals Inc : down 19.7% BUZZ-Analysts skeptical about FDA nod for Acadia's Alzheimer's drug ** Society Pass Incorporated : down 6.9% BUZZ-Society Pass ending 2021 with meme-like rally as retail interest surges ** Aridis Pharmaceuticals Inc : up 25.2% BUZZ-Aridis Pharma soars on promising data from anti-viral drug ** Vir Biotechnology Inc : down 15.3% BUZZ-Vir Biotechnology slips as Baird lowers to 'underperform' on Omicron challenges ** Alibaba : up 6.1% BUZZ-Atlantic Equities downgrades Alibaba to 'neutral', cuts PT ** Aquestive Therapeutics Inc : down 33.5% BUZZ-Aquestive slumps on delay in U.S. review of anti-seizure drug ** Aldeyra Therapeutics Inc : down 51.0% BUZZ-Aldeyra drops on eye drug study setback, analysts see launch delay ** Penumbra Inc : up 3.2% BUZZ-Penumbra an attractive entry point, says JPM citing revenue potential ** Nikola Corporation : up 2.3% BUZZ-Nikola to pay $125 mln to settle SEC charges; shares up premarket ** Rite Aid Corporation : up 17.0% BUZZ-Rite Aid rises on upbeat core earnings forecast, store closure plan ** Embraer SA : up 16.9% BUZZ-Planemaker Embraer's U.S. shares soar as subsidiary Eve to list on NYSE ** CytomX Therapeutics Inc : down 41.5% BUZZ-CytomX drops as analysts cut PTs on mixed cancer drug data ** Fisker : up 1.8% BUZZ-Fisker up on expanding deal with tire-maker Bridgestone ** Tesla : up 0.7% BUZZ-Tesla perks up after losing all gains since Hertz EV deal ** Chevronoration : up 1.8% ** Exxon Mobiloration : up 2.2% ** Devon Energy Corporation : up 6.8% ** APA Corporation : up 5.1% ** Occidental Petroleum Corporation : up 4.8% ** Ovintiv Inc : up 2.9% ** Laredo Petroleum Inc : up 8.7% ** Baker Hughesmpany : up 3.5% ** Schlumberger N.V. : up 3.9% ** Halliburtonmpany : up 3.8% ** Patterson-UTI Energy Inc : up 9.8% BUZZ-Energy firms climb tracking crude prices even as Omicron worries linger *
d609986862ab8f0a2933720178880b0cb5259f5a90b297520f24f7269e097ea7_20150913190228_uk.reuters.com_FCAUSLLC_FordMotoCo	0	1	Supplier	FCA US LLC	Ford Motor Co	2	d609986862ab8f0a2933720178880b0cb5259f5a90b297520f24f7269e097ea7	2015-09-13 19:02:28	uk.reuters.com	FCAUSLLC	FordMotoCo	0|1	d609986862ab8f0a2933720178880b0cb5259f5a90b297520f24f7269e097ea7_20150913190228_uk.reuters.com_FCAUSLLC_FordMotoCo_0|1	273	44	0.29022176	3930.0	10	3	1	0.4430496598923605	1	DETROIT Fiat Chrysler Automobiles  is the target company in labor negotiations between the United Auto Workers union and the three Detroit automakers, the UAW said on Sunday. Contracts for all three of the Detroit automakers, including [Ford] and GM expire late Monday night.	True	FCA US LLC|Ford Motor Co	0	FCA	Ford	DETROIT Fiat Chrysler Automobiles  is the target company in labor negotiations between the United Auto Workers union and the three Detroit automakers, the UAW said on Sunday. Contracts for all three of the Detroit automakers, including Ford and GM expire late Monday night.
50ad9801c301b28e7dbc16a8ecf68821e6ec1e2d64d4a8358062f77c0aa536dd_20111215211100_uk.reuters.com_FedECorp_BoeiCo	0	0	Supplier	FedEx Corp	Boeing Co	1	50ad9801c301b28e7dbc16a8ecf68821e6ec1e2d64d4a8358062f77c0aa536dd	2011-12-15 21:11:00	uk.reuters.com	FedECorp	BoeiCo	0|0	50ad9801c301b28e7dbc16a8ecf68821e6ec1e2d64d4a8358062f77c0aa536dd_20111215211100_uk.reuters.com_FedECorp_BoeiCo_0|0	129	26	0.999984364791993	4805.0	87	2	0	6.574035252175901e-06	1	* Q2 EPS $1.57 ex-items vs est $1.52 * Revenue $10.59 bln vs $10.61 bln Wall St view * 2012 EPS Outlook unchanged at $6.25-$6.75 	True	FedEx Corp|Boeing Co	0	FedEx	Boeing	* Q2 EPS $1.57 ex-items vs est $1.52 * Revenue $10.59 bln vs $10.61 bln Wall St view * 2012 EPS Outlook unchanged at $6.25-$6.75 
9dab9253e2cea5262f91e2917579b4551f225ef9c92908a2cf76655d0b454578_20211221175130_www.reuters.com_FiskInc_KLACorp	3	3	NA	Fisker Inc	KLA Corp	1	9dab9253e2cea5262f91e2917579b4551f225ef9c92908a2cf76655d0b454578	2021-12-21 17:51:30	www.reuters.com	FiskInc	KLACorp	3|3	9dab9253e2cea5262f91e2917579b4551f225ef9c92908a2cf76655d0b454578_20211221175130_www.reuters.com_FiskInc_KLACorp_3|3	2129	352	0.0	2.0	1	9	0	9.649584407265335e-07	0	** Micron : up 9.6% Register now for FREE unlimited access to Reuters.com Register BUZZ-JPM, Credit Suisse raises Micron's PT after chipmaker's quarterly update ** NIKE Inc : up 6.9% BUZZ-Nike soars after co beats Q2 revenue, profit estimates ** Acadia Pharmaceuticals Inc : down 19.7% BUZZ-Analysts skeptical about FDA nod for Acadia's Alzheimer's drug ** Society Pass Incorporated : down 6.9% BUZZ-Society Pass ending 2021 with meme-like rally as retail interest surges ** Aridis Pharmaceuticals Inc : up 25.2% BUZZ-Aridis Pharma soars on promising data from anti-viral drug ** Vir Biotechnology Inc : down 15.3% BUZZ-Vir Biotechnology slips as Baird lowers to 'underperform' on Omicron challenges ** Alibaba : up 6.1% BUZZ-Atlantic Equities downgrades Alibaba to 'neutral', cuts PT ** Aquestive Therapeutics Inc : down 33.5% BUZZ-Aquestive slumps on delay in U.S. review of anti-seizure drug ** Aldeyra Therapeutics Inc : down 51.0% BUZZ-Aldeyra drops on eye drug study setback, analysts see launch delay ** Penumbra Inc : up 3.2% BUZZ-Penumbra an attractive entry point, says JPM citing revenue potential ** Nikola Corporation : up 2.3% BUZZ-Nikola to pay $125 mln to settle SEC charges; shares up premarket ** Rite Aid Corporation : up 17.0% BUZZ-Rite Aid rises on upbeat core earnings forecast, store closure plan ** Embraer SA : up 16.9% BUZZ-Planemaker Embraer's U.S. shares soar as subsidiary Eve to list on NYSE ** CytomX Therapeutics Inc : down 41.5% BUZZ-CytomX drops as analysts cut PTs on mixed cancer drug data ** {Fisker} : up 1.8% BUZZ-{Fisker} up on expanding deal with tire-maker Bridgestone ** Tesla : up 0.7% BUZZ-Tesla perks up after losing all gains since Hertz EV deal ** Chevronoration : up 1.8% ** Exxon Mobiloration : up 2.2% ** Devon Energy Corporation : up 6.8% ** APA Corporation : up 5.1% ** Occidental Petroleum Corporation : up 4.8% ** Ovintiv Inc : up 2.9% ** Laredo Petroleum Inc : up 8.7% ** Baker Hughesmpany : up 3.5% ** Schlumberger N.V. : up 3.9% ** Halliburtonmpany : up 3.8% ** Patterson-UTI Energy Inc : up 9.8% BUZZ-Energy firms climb tracking crude prices even as Omicron worries linger *	True	Fisker Inc|KLA Corp	0	Fisker	KLA	** Micron : up 9.6% Register now for FREE unlimited access to Reuters.com Register BUZZ-JPM, Credit Suisse raises Micron's PT after chipmaker's quarterly update ** NIKE Inc : up 6.9% BUZZ-Nike soars after co beats Q2 revenue, profit estimates ** Acadia Pharmaceuticals Inc : down 19.7% BUZZ-Analysts skeptical about FDA nod for Acadia's Alzheimer's drug ** Society Pass Incorporated : down 6.9% BUZZ-Society Pass ending 2021 with meme-like rally as retail interest surges ** Aridis Pharmaceuticals Inc : up 25.2% BUZZ-Aridis Pharma soars on promising data from anti-viral drug ** Vir Biotechnology Inc : down 15.3% BUZZ-Vir Biotechnology slips as Baird lowers to 'underperform' on Omicron challenges ** Alibaba : up 6.1% BUZZ-Atlantic Equities downgrades Alibaba to 'neutral', cuts PT ** Aquestive Therapeutics Inc : down 33.5% BUZZ-Aquestive slumps on delay in U.S. review of anti-seizure drug ** Aldeyra Therapeutics Inc : down 51.0% BUZZ-Aldeyra drops on eye drug study setback, analysts see launch delay ** Penumbra Inc : up 3.2% BUZZ-Penumbra an attractive entry point, says JPM citing revenue potential ** Nikola Corporation : up 2.3% BUZZ-Nikola to pay $125 mln to settle SEC charges; shares up premarket ** Rite Aid Corporation : up 17.0% BUZZ-Rite Aid rises on upbeat core earnings forecast, store closure plan ** Embraer SA : up 16.9% BUZZ-Planemaker Embraer's U.S. shares soar as subsidiary Eve to list on NYSE ** CytomX Therapeutics Inc : down 41.5% BUZZ-CytomX drops as analysts cut PTs on mixed cancer drug data ** Fisker : up 1.8% BUZZ-Fisker up on expanding deal with tire-maker Bridgestone ** Tesla : up 0.7% BUZZ-Tesla perks up after losing all gains since Hertz EV deal ** Chevronoration : up 1.8% ** Exxon Mobiloration : up 2.2% ** Devon Energy Corporation : up 6.8% ** APA Corporation : up 5.1% ** Occidental Petroleum Corporation : up 4.8% ** Ovintiv Inc : up 2.9% ** Laredo Petroleum Inc : up 8.7% ** Baker Hughesmpany : up 3.5% ** Schlumberger N.V. : up 3.9% ** Halliburtonmpany : up 3.8% ** Patterson-UTI Energy Inc : up 9.8% BUZZ-Energy firms climb tracking crude prices even as Omicron worries linger *
bcd23d44e0a61f11c5a2907beddf6aeead19458523b0905b5f8959f5fbd89c75_20140715211404_www.reuters.com_FordMotoCo_MicrCorp	0	0	Supplier	Ford Motor Co	Microsoft Corp	1	bcd23d44e0a61f11c5a2907beddf6aeead19458523b0905b5f8959f5fbd89c75	2014-07-15 21:14:04	www.reuters.com	FordMotoCo	MicrCorp	0|0	bcd23d44e0a61f11c5a2907beddf6aeead19458523b0905b5f8959f5fbd89c75_20140715211404_www.reuters.com_FordMotoCo_MicrCorp_0|0	246	43	0.556384358784	4696.0	114	2	-1	0.5	1	 SAN FRANCISCO, July 15 - Google Inc has appointed former {Ford} CEO Alan Mulally to its board of directors, drafting a seasoned Detroit executive into its ranks as it develops a self-driving car and tries to get its software into more automobiles.	True	Ford Motor Co|Microsoft Corp	0	Ford	Microsoft	 SAN FRANCISCO, July 15 - Google Inc has appointed former Ford CEO Alan Mulally to its board of directors, drafting a seasoned Detroit executive into its ranks as it develops a self-driving car and tries to get its software into more automobiles.
e5f445583bca6457a2ea1129467b08ee02b2ac2161f9c53af45344d4610dc51f_20170922133414_uk.reuters.com_GeneElecCo_TMoUSInc	0	1	NA	General Electric Co	T-Mobile US Inc	2	e5f445583bca6457a2ea1129467b08ee02b2ac2161f9c53af45344d4610dc51f	2017-09-22 13:34:14	uk.reuters.com	GeneElecCo	T-MoUSInc	0|1	e5f445583bca6457a2ea1129467b08ee02b2ac2161f9c53af45344d4610dc51f_20170922133414_uk.reuters.com_GeneElecCo_TMoUSInc_0|1	314	55	0.0	2018.0	8	2	0	3.683427632398608e-07	0	 Sept 22 - The following bids, mergers, acquisitions and disposals were reported by 1330 GMT on Friday: ** {GE} is nearing a deal to sell its industrial solutions unit to Swiss engineering company ABB Ltd in a deal valued at $2.5 billion to $3 billion, Bloomberg reported, citing people with knowledge of the matter.	True	General Electric Co|T-Mobile US Inc	0	GE	T-Mobile	 Sept 22 - The following bids, mergers, acquisitions and disposals were reported by 1330 GMT on Friday: ** GE is nearing a deal to sell its industrial solutions unit to Swiss engineering company ABB Ltd in a deal valued at $2.5 billion to $3 billion, Bloomberg reported, citing people with knowledge of the matter.
